face_L,face_a,face_b,face_chroma,face_redness,face_uniformity,body_L,body_a,body_b,body_chroma,delta_L,delta_a,delta_b,hair_L,hair_chroma,hair_undertone,eye_L,eye_chroma,eye_clarity,contrast_face_hair,contrast_face_eye,contrast_overall,uv_index,cloud_cover,sun_angle,ambient_light_condition,white_balance_shift,shadow_level,highlight_level,noise_level,has_foundation,has_lipstick,has_contour,has_blush,ethnicity_baseline_L,ethnicity_baseline_a,ethnicity_baseline_b,ethnicity,season,sub_season
61.21,8.496,-1.067,8.563,0.3069,0.7554,58.657,10.764,1.335,10.846,2.553,-2.267,-2.402,22.418,9.968,-0.7361,28.611,4.314,0.7464,0.3879,0.326,0.4061,7.75,43.72,80.51,0.6286,-0.0922,0.0882,0.3197,0.0121,1,0,1,1,57.758,4.934,9.245,Caucasian,Winter,Winter_Clear
83.344,2.183,6.883,7.221,0.2306,0.8373,77.093,0.253,11.663,11.666,6.251,1.93,-4.78,53.235,23.223,0.1186,41.579,9.113,0.4653,0.3011,0.4177,0.2606,2.72,65.41,0.0,0.4741,-0.0101,0.3049,0.0394,0.0062,0,1,0,0,78.335,4.431,15.705,Caucasian,Summer,Summer_Soft
36.813,4.964,4.848,6.939,0.1759,0.7835,33.179,3.106,4.198,5.222,3.633,1.858,0.65,8.112,8.16,-0.7,21.97,7.798,0.6442,0.287,0.1484,0.3429,5.59,63.79,67.53,0.421,0.048,0.1323,0.073,0.006,1,1,0,0,48.003,7.235,15.848,African,Winter,Winter_Deep
59.401,9.314,20.762,22.755,0.1599,0.8023,55.252,5.234,21.095,21.735,4.148,4.08,-0.333,7.609,8.857,0.0988,12.358,6.693,0.6992,0.5179,0.4704,0.35,0.0,20.89,39.44,0.7876,0.0736,0.2273,0.1357,0.096,1,0,1,1,48.572,4.378,14.836,African,Spring,Spring_Light
58.485,2.93,-4.377,5.267,0.1474,0.8792,53.039,2.962,-4.053,5.02,5.446,-0.032,-0.324,20.546,5.182,-0.3093,23.237,15.105,0.6459,0.3794,0.3525,0.4505,3.83,4.35,22.75,0.9528,-0.0466,0.0946,0.0262,0.0112,1,0,1,1,56.746,7.911,13.846,African,Winter,Winter_Clear
37.099,3.947,2.766,4.82,0.1556,0.8079,36.989,8.458,4.56,9.609,0.11,-4.511,-1.795,46.544,9.281,-0.3934,29.635,12.582,0.426,0.0944,0.0746,0.1218,1.86,33.56,29.52,0.6821,-0.0742,0.4226,0.113,0.2036,0,0,0,1,48.668,6.658,17.562,Asian,Summer,Summer_Muted
48.72,10.94,25.266,27.533,0.2802,0.898,45.709,9.189,29.85,31.233,3.011,1.751,-4.584,21.704,7.349,0.5332,15.869,7.992,0.6663,0.2702,0.3285,0.3703,5.86,30.61,43.46,0.732,-0.0239,0.3311,0.1487,0.1231,0,1,0,0,57.035,15.503,14.305,Asian,Autumn,Autumn_Deep
70.572,4.349,5.195,6.775,0.105,0.8582,64.675,3.203,9.268,9.806,5.898,1.145,-4.072,47.915,8.144,-0.5416,36.407,18.922,0.4537,0.2266,0.3417,0.2395,8.85,44.3,90.0,0.7294,-0.1248,0.2552,0.2725,0.0132,0,0,0,0,74.441,7.809,8.937,Caucasian,Summer,Summer_Muted
59.121,5.975,2.973,6.674,0.1522,0.8944,55.877,9.529,2.064,9.75,3.244,-3.553,0.909,45.42,15.271,0.4067,27.346,10.955,0.3746,0.137,0.3178,0.2401,6.27,93.57,76.68,0.2265,0.0182,0.0836,0.1161,0.0065,0,0,0,0,67.102,7.444,8.146,Caucasian,Summer,Summer_Muted
87.495,6.45,17.595,18.74,0.2149,0.905,84.41,7.658,20.867,22.228,3.085,-1.209,-3.272,64.367,24.072,0.5296,52.209,21.355,0.7817,0.2313,0.3529,0.2877,9.94,55.92,80.4,0.5232,-0.1344,0.2072,0.0679,0.0448,1,0,1,1,72.126,2.58,16.281,Caucasian,Spring,Spring_Clear
63.968,6.375,15.508,16.767,0.249,0.8493,62.521,5.756,14.412,15.518,1.447,0.619,1.096,28.781,5.704,0.4169,31.155,5.753,0.4898,0.3519,0.3281,0.3077,4.91,71.15,89.46,0.3787,-0.0549,0.1669,0.1669,0.2684,0,0,0,0,64.239,9.765,21.575,Asian,Autumn,Autumn_Muted
76.36,14.806,37.334,40.163,0.3186,0.8988,74.835,15.904,39.23,42.331,1.525,-1.097,-1.896,55.462,12.964,0.8439,39.108,15.146,0.4814,0.209,0.3725,0.3395,8.89,52.68,58.95,0.5495,0.0387,0.0505,0.1602,0.194,1,1,1,0,68.577,6.542,20.056,Caucasian,Spring,Spring_Warm
36.808,16.485,19.817,25.777,0.3661,0.8062,32.047,15.218,20.947,25.892,4.761,1.267,-1.13,10.537,4.901,0.5083,25.305,4.021,0.5519,0.2627,0.115,0.2725,2.82,98.57,20.6,0.1251,0.0082,0.1111,0.1529,0.0614,1,0,1,1,45.132,5.272,9.284,African,Autumn,Autumn_Warm
76.078,8.573,17.096,19.125,0.2419,0.8981,74.666,7.97,15.796,17.693,1.412,0.603,1.3,12.373,4.48,0.9016,30.263,4.714,0.733,0.637,0.4582,0.4138,8.8,77.77,49.77,0.1726,-0.0635,0.2948,0.116,0.2125,0,0,0,1,66.11,9.215,12.76,Asian,Spring,Spring_Light
93.303,5.369,11.403,12.603,0.1488,0.8851,90.642,6.559,14.162,15.608,2.661,-1.191,-2.76,50.095,11.487,-0.3976,40.418,4.478,0.3444,0.4321,0.5288,0.3996,10.61,57.37,24.31,0.432,0.0154,0.1652,0.1192,0.0129,0,1,0,1,87.305,1.87,15.977,Caucasian,Summer,Summer_Light
54.506,5.307,7.221,8.962,0.1866,0.8811,53.821,8.608,4.186,9.572,0.685,-3.301,3.035,25.122,2.411,-1.0,33.806,7.849,0.7301,0.2938,0.207,0.3246,4.38,63.93,54.15,0.5386,-0.0111,0.3695,0.0071,0.1863,1,1,1,0,61.689,7.918,27.368,Asian,Winter,Winter_Deep
71.463,4.997,3.581,6.147,0.185,0.812,68.629,5.505,3.651,6.605,2.835,-0.508,-0.07,18.207,4.583,-0.4251,13.408,12.483,0.6586,0.5326,0.5806,0.5261,3.14,20.58,27.4,0.7405,0.03,0.1288,0.252,0.0975,1,1,0,1,64.162,10.139,28.736,Asian,Winter,Winter_Clear
71.435,3.627,0.664,3.687,0.1401,0.7844,68.56,2.382,-1.077,2.614,2.876,1.244,1.74,21.866,2.663,-0.4108,28.566,13.541,0.8933,0.4957,0.4287,0.4552,6.56,23.42,56.02,0.7561,-0.0512,0.1298,0.1712,0.0753,1,0,0,1,61.705,6.299,8.114,Caucasian,Winter,Winter_Bright
47.746,10.97,12.951,16.973,0.2167,0.8631,45.918,11.574,14.064,18.214,1.827,-0.604,-1.113,14.514,2.182,0.2568,34.821,13.9,0.3946,0.3323,0.1292,0.1793,4.81,2.44,42.38,1.0,-0.0038,0.142,0.1498,0.0446,1,0,0,0,49.996,10.006,19.826,Asian,Autumn,Autumn_Soft
50.931,19.568,24.254,31.163,0.5122,0.8481,45.224,20.854,26.488,33.712,5.707,-1.286,-2.234,61.528,36.723,0.9162,24.13,7.149,0.5267,0.106,0.268,0.2242,6.07,41.99,38.82,0.5974,-0.0128,0.3301,0.0767,0.0332,1,0,1,1,56.164,11.418,12.22,Asian,Spring,Spring_Warm
56.95,3.1,4.401,5.383,0.1606,0.7748,48.076,3.831,7.671,8.574,8.874,-0.731,-3.269,14.518,3.567,-1.0,28.845,18.991,0.5001,0.4243,0.2811,0.2715,4.29,37.32,13.65,0.6468,-0.0464,0.2154,0.1474,0.1019,1,0,1,1,51.534,7.912,9.951,Asian,Summer,Summer_Cool
40.279,7.279,22.567,23.712,0.1913,0.8653,38.259,7.571,25.174,26.288,2.021,-0.292,-2.607,10.511,5.389,0.2441,23.22,8.712,0.3594,0.2977,0.1706,0.3762,2.75,71.03,27.59,0.3376,-0.0522,0.2131,0.1529,0.0452,0,0,0,0,50.557,6.774,17.584,African,Autumn,Autumn_Deep
61.356,19.365,28.558,34.504,0.4392,0.8137,57.394,23.281,31.295,39.005,3.962,-3.916,-2.737,47.715,7.393,1.0,22.11,7.206,0.5317,0.1364,0.3925,0.2847,2.06,14.02,29.92,0.9585,-0.0259,0.0106,0.19,0.0815,0,1,0,1,61.5,10.066,13.392,Caucasian,Autumn,Autumn_Warm
49.62,10.263,23.861,25.974,0.2548,0.9038,47.002,13.537,25.522,28.889,2.617,-3.274,-1.66,49.242,15.848,0.54,28.982,9.341,0.4295,0.0038,0.2064,0.1173,2.94,45.86,56.17,0.5176,-0.0427,0.0942,0.0976,0.0483,0,0,0,1,57.364,8.565,11.334,Asian,Autumn,Autumn_Soft
65.74,7.222,-6.447,9.681,0.2115,0.7316,58.1,7.751,-8.119,11.225,7.64,-0.529,1.671,16.484,3.69,-1.0,39.27,4.312,0.7164,0.4926,0.2647,0.3518,9.93,2.92,62.32,1.0,-0.0957,0.1391,0.2488,0.0496,1,0,1,1,59.861,10.396,13.91,Asian,Winter,Winter_Cool
73.486,6.0,29.123,29.735,0.2122,0.8349,64.975,9.288,28.87,30.327,8.511,-3.288,0.253,40.948,20.699,0.9409,37.569,14.235,0.4703,0.3254,0.3592,0.2964,4.81,21.92,38.53,0.84,-0.0943,0.1043,0.1899,0.0911,1,0,1,1,64.653,7.372,12.599,Caucasian,Autumn,Autumn_Warm
59.138,10.667,13.593,17.279,0.3389,0.8822,54.305,14.791,17.435,22.864,4.833,-4.124,-3.842,18.841,3.064,0.8142,27.653,11.486,0.3765,0.403,0.3149,0.271,6.52,41.55,89.13,0.6652,-0.1964,0.0949,0.0435,0.0317,0,1,0,1,65.848,8.221,20.046,Asian,Autumn,Autumn_Muted
69.302,18.403,19.315,26.678,0.3998,0.7688,65.606,17.013,19.266,25.702,3.697,1.39,0.049,18.838,6.69,0.4733,28.886,6.828,0.7882,0.5046,0.4042,0.3607,5.43,15.37,61.22,0.9298,0.0534,0.0983,0.3363,0.0471,0,1,0,1,53.935,8.315,18.358,Asian,Spring,Spring_Light
41.088,11.03,25.912,28.161,0.2906,0.8891,40.456,9.86,26.843,28.597,0.632,1.169,-0.931,11.363,2.768,1.0,19.558,4.494,0.5151,0.2973,0.2153,0.3598,2.26,57.8,54.24,0.436,0.067,0.2878,0.0901,0.1868,0,1,0,0,44.321,4.889,13.135,African,Spring,Spring_Light
45.296,8.558,11.697,14.493,0.264,0.8088,38.968,10.505,12.722,16.499,6.328,-1.947,-1.025,33.536,2.345,0.4094,20.236,5.392,0.3743,0.1176,0.2506,0.2298,6.64,45.81,54.94,0.6772,0.0715,0.2085,0.1331,0.1122,1,1,1,1,56.775,4.683,16.69,Caucasian,Autumn,Autumn_Muted
71.988,5.62,1.669,5.862,0.2295,0.9137,70.324,5.605,4.251,7.035,1.664,0.015,-2.582,19.498,6.406,-0.6493,19.568,9.321,0.6331,0.5249,0.5242,0.5675,2.03,64.29,73.26,0.415,-0.1737,0.3428,0.0215,0.0901,0,0,0,1,65.004,12.964,20.138,Asian,Winter,Winter_Bright
29.24,10.596,25.716,27.814,0.2022,0.8153,21.824,11.755,26.314,28.82,7.416,-1.158,-0.597,19.247,2.237,0.5429,27.745,9.319,0.4948,0.0999,0.0149,0.2649,0.0,75.15,33.63,0.2323,0.1669,0.1107,0.0825,0.0012,1,1,0,1,47.314,5.833,16.278,African,Autumn,Autumn_Deep
43.562,5.342,8.971,10.441,0.0781,0.867,41.641,3.725,7.818,8.66,1.921,1.617,1.153,41.69,14.065,-0.9006,38.808,6.313,0.5599,0.0187,0.0475,0.1807,3.89,35.6,50.61,0.7372,0.3,0.233,0.2277,0.0326,0,0,0,0,55.816,6.153,21.749,Caucasian,Summer,Summer_Cool
83.197,6.17,5.16,8.044,0.1893,0.8289,77.549,3.929,4.4,5.899,5.648,2.241,0.76,25.274,3.744,-0.517,15.586,4.09,0.6115,0.5792,0.6761,0.5504,6.78,75.46,42.99,0.3976,0.111,0.2073,0.0825,0.0161,1,0,0,0,72.3,8.228,12.091,Caucasian,Winter,Winter_Clear
34.988,7.881,1.842,8.093,0.2942,0.7912,29.353,7.983,4.815,9.322,5.635,-0.102,-2.972,11.977,4.081,-0.7902,24.238,15.975,0.6577,0.2301,0.1075,0.2066,0.0,54.29,58.05,0.4889,-0.018,0.038,0.2499,0.0002,0,0,0,0,43.691,6.171,18.176,African,Winter,Winter_Deep
63.047,8.048,2.622,8.464,0.183,0.7884,60.864,8.061,2.866,8.555,2.183,-0.013,-0.244,17.189,2.492,-0.3558,31.841,3.92,0.4676,0.4586,0.3121,0.3499,1.86,0.0,29.67,0.9765,0.0257,0.03,0.1516,0.0508,0,1,0,0,57.097,7.992,22.773,Asian,Summer,Summer_Muted
35.303,12.744,19.204,23.048,0.3338,0.9055,29.424,11.843,18.035,21.576,5.879,0.901,1.168,16.209,7.013,0.3781,21.744,8.998,0.7518,0.1909,0.1356,0.2795,2.71,60.77,53.47,0.3628,-0.0264,0.0862,0.045,0.0263,1,1,0,1,28.145,9.24,15.981,African,Spring,Spring_Bright
61.514,2.3,15.531,15.7,0.1998,0.7911,56.423,2.408,18.283,18.441,5.091,-0.108,-2.753,25.101,9.596,0.0374,32.903,14.24,0.2817,0.3641,0.2861,0.2467,1.4,63.23,37.57,0.5263,0.0026,0.0451,0.2354,0.0233,0,0,0,1,65.716,11.767,15.442,Asian,Autumn,Autumn_Muted
47.653,12.099,18.662,22.241,0.2354,0.7871,41.615,12.705,21.589,25.05,6.037,-0.606,-2.927,29.472,3.652,0.1818,36.805,8.369,0.5365,0.1818,0.1085,0.1571,0.68,33.98,38.25,0.6019,0.0132,0.0563,0.1072,0.0218,0,1,0,1,54.279,7.646,10.766,Asian,Autumn,Autumn_Soft
65.311,10.876,28.028,30.064,0.2226,0.7815,56.835,13.023,27.993,30.874,8.476,-2.147,0.035,13.698,4.789,0.1102,32.037,3.294,0.4905,0.5161,0.3327,0.413,5.83,38.05,80.78,0.7964,0.043,0.23,0.1813,0.1909,1,1,1,0,60.735,13.564,10.66,Asian,Autumn,Autumn_Warm
61.905,3.116,-4.992,5.884,0.1362,0.8749,55.215,3.779,-7.381,8.292,6.69,-0.664,2.389,18.44,5.344,-0.7761,5.0,5.795,0.6449,0.4347,0.569,0.464,3.0,87.57,41.82,0.244,0.0653,0.0482,0.0356,0.003,1,1,1,0,67.286,9.857,16.679,Caucasian,Winter,Winter_Deep
42.329,4.223,-6.278,7.566,0.2234,0.8229,36.515,-0.049,-3.967,3.967,5.814,4.271,-2.311,29.791,3.03,-0.4142,25.288,3.83,0.6045,0.1254,0.1704,0.3104,2.95,2.5,55.58,1.0,-0.2334,0.1021,0.0931,0.1038,1,0,0,0,46.673,9.396,15.153,Asian,Winter,Winter_Bright
46.169,4.368,2.591,5.078,0.1233,0.8128,42.24,3.108,3.554,4.721,3.929,1.26,-0.963,19.322,6.013,-0.8013,27.378,4.895,0.731,0.2685,0.1879,0.3376,4.02,40.92,78.6,0.6028,0.0645,0.0261,0.4316,0.0047,1,1,0,1,53.593,11.926,13.421,Asian,Winter,Winter_Deep
47.567,6.931,10.127,12.272,0.2458,0.7777,42.902,7.573,12.021,14.207,4.665,-0.642,-1.893,14.537,4.186,-0.125,30.127,11.696,0.5633,0.3303,0.1744,0.2166,6.82,31.34,67.68,0.6925,0.0953,0.1059,0.1582,0.0316,1,0,0,1,53.674,8.208,17.1,Asian,Summer,Summer_Cool
42.443,4.011,6.846,7.935,0.199,0.8418,39.905,7.484,3.801,8.394,2.538,-3.473,3.045,10.709,11.571,-0.8832,14.848,3.365,0.4795,0.3173,0.2759,0.2937,3.6,69.24,37.53,0.3598,0.0076,0.1575,0.185,0.0579,1,0,0,0,45.661,11.186,18.789,Asian,Summer,Summer_Cool
49.908,4.796,3.287,5.814,0.1316,0.8688,42.592,1.585,2.111,2.64,7.316,3.211,1.176,26.978,6.151,-0.7895,23.866,8.941,0.7594,0.2293,0.2604,0.3707,5.46,73.85,66.59,0.4306,0.0065,0.0629,0.2147,0.1091,1,0,0,1,49.305,9.544,17.783,Asian,Winter,Winter_Clear
38.547,8.524,0.08,8.524,0.2585,0.8156,37.127,4.57,-0.627,4.613,1.42,3.953,0.706,26.641,2.761,-0.6252,18.932,8.019,0.4895,0.1191,0.1961,0.2868,7.38,0.0,84.78,0.9805,-0.0711,0.3867,0.1131,0.001,0,0,0,1,62.673,11.856,17.306,Caucasian,Winter,Winter_Deep
44.702,14.179,31.739,34.762,0.3679,0.7783,42.551,12.488,29.136,31.699,2.151,1.691,2.603,60.476,40.578,1.0,23.016,5.628,0.7374,0.1577,0.2169,0.275,4.63,63.86,22.78,0.4659,-0.0016,0.0698,0.1618,0.042,0,1,0,1,40.824,13.891,10.717,African,Spring,Spring_Warm
88.398,10.213,17.676,20.415,0.2758,0.848,85.306,11.471,19.976,23.035,3.091,-1.258,-2.299,65.876,23.132,0.5789,43.984,8.575,0.6855,0.2252,0.4441,0.3373,2.75,55.27,55.65,0.5517,-0.046,0.1365,0.2635,0.1027,0,0,0,1,75.913,7.461,11.582,Caucasian,Spring,Spring_Light
45.148,6.171,2.208,6.554,0.1395,0.8048,44.112,6.951,2.461,7.374,1.036,-0.78,-0.253,21.941,7.282,-0.7434,27.635,8.603,0.4254,0.2321,0.1751,0.277,3.35,35.51,24.11,0.7079,0.038,0.033,0.2833,0.1935,0,1,0,0,42.315,10.925,18.101,African,Winter,Winter_Cool
63.822,7.651,-1.903,7.885,0.2631,0.886,59.112,8.974,0.835,9.012,4.71,-1.322,-2.738,16.063,6.312,-0.7652,26.65,8.411,0.9474,0.4776,0.3717,0.4702,3.82,38.98,57.42,0.5892,0.0194,0.0104,0.1462,0.0137,1,1,0,1,61.68,13.215,16.62,Asian,Winter,Winter_Clear
82.393,13.404,4.897,14.27,0.3115,0.7399,80.402,13.473,4.249,14.128,1.991,-0.07,0.648,21.806,6.987,-0.0291,19.541,9.174,0.9141,0.6059,0.6285,0.4676,5.56,53.67,27.27,0.4454,0.0601,0.1532,0.066,0.0473,0,1,0,0,72.412,10.549,19.762,Asian,Winter,Winter_Bright
67.029,6.766,4.391,8.066,0.1916,0.8913,64.436,6.127,6.353,8.826,2.593,0.638,-1.962,15.019,6.0,-0.5049,36.386,8.075,0.778,0.5201,0.3064,0.5348,0.93,22.9,35.55,0.7518,-0.089,0.2772,0.0313,0.1673,1,1,0,1,65.963,5.63,13.808,Caucasian,Winter,Winter_Bright
53.985,4.937,9.094,10.348,0.2232,0.9073,50.389,3.631,6.968,7.857,3.596,1.306,2.126,55.36,23.374,-0.2373,36.847,5.929,0.6746,0.0138,0.1714,0.144,2.58,16.93,26.91,0.8349,0.1035,0.4973,0.2518,0.0651,0,1,0,0,54.007,12.393,16.811,Asian,Summer,Summer_Light
49.087,3.275,13.86,14.241,0.093,0.8693,47.527,4.017,13.382,13.971,1.56,-0.741,0.478,53.476,11.383,-0.1077,33.69,9.32,0.2375,0.0439,0.154,0.2122,10.61,15.75,83.47,0.8123,0.0901,0.218,0.0434,0.0209,0,0,0,0,59.514,7.672,22.245,Caucasian,Summer,Summer_Soft
72.758,12.287,16.723,20.752,0.3302,0.8557,63.942,11.314,16.504,20.01,8.816,0.973,0.219,52.501,7.482,0.2373,61.417,21.297,0.6415,0.2026,0.1134,0.2495,4.6,49.86,31.74,0.5414,0.0167,0.1717,0.0923,0.0268,0,1,0,0,53.865,7.045,23.346,Caucasian,Spring,Spring_Clear
61.111,8.452,10.548,13.517,0.2088,0.8632,58.587,7.628,5.216,9.241,2.524,0.824,5.332,25.848,2.214,-1.0,17.181,8.004,0.5743,0.3526,0.4393,0.4559,4.49,58.41,57.42,0.2916,0.0994,0.1262,0.1235,0.0686,1,0,0,0,74.149,7.944,10.103,Caucasian,Winter,Winter_Deep
73.428,2.716,2.609,3.766,0.1816,0.8855,69.557,1.085,0.433,1.168,3.871,1.631,2.176,17.353,2.405,-0.4794,31.153,6.747,0.5886,0.5607,0.4228,0.3891,7.19,91.77,34.4,0.1609,-0.1223,0.0744,0.2796,0.076,0,0,0,1,60.387,6.282,19.265,Asian,Summer,Summer_Cool
30.992,10.526,21.619,24.045,0.2188,0.8805,24.558,8.853,23.705,25.305,6.434,1.674,-2.087,21.575,5.288,1.0,17.76,9.918,0.4834,0.0942,0.1323,0.2887,0.0,45.93,76.97,0.5984,-0.0919,0.3252,0.3474,0.0076,0,1,0,1,39.676,6.458,10.451,African,Autumn,Autumn_Deep
64.109,6.869,20.076,21.218,0.1487,0.8649,55.522,8.785,19.977,21.824,8.587,-1.916,0.098,20.771,5.288,0.3096,30.129,11.652,0.3828,0.4334,0.3398,0.3383,4.25,100.0,12.48,0.1153,0.0076,0.2424,0.3117,0.0232,1,0,0,0,63.312,12.938,17.558,Asian,Autumn,Autumn_Soft
37.034,19.899,22.596,30.109,0.4233,0.8234,32.503,19.508,29.949,35.742,4.53,0.391,-7.353,14.993,3.1,0.6874,20.967,10.911,0.5004,0.2204,0.1607,0.2299,1.36,1.64,50.94,1.0,-0.1097,0.0884,0.2086,0.01,0,1,0,0,45.513,4.989,17.496,African,Autumn,Autumn_Warm
65.896,-0.132,1.321,1.327,0.1541,0.7965,63.034,-1.0,1.949,2.19,2.862,0.868,-0.628,25.882,5.018,-0.8333,17.929,6.189,0.5017,0.4001,0.4797,0.4037,2.26,27.83,43.12,0.7555,0.0417,0.06,0.2207,0.0575,0,0,0,1,73.234,7.961,14.506,Caucasian,Winter,Winter_Cool
52.875,10.429,17.8,20.63,0.2364,0.8683,52.372,8.953,17.796,19.921,0.504,1.476,0.004,22.752,2.422,0.3855,37.11,7.623,0.7245,0.3012,0.1576,0.3171,6.12,80.85,59.41,0.4021,-0.0028,0.034,0.0493,0.2176,0,0,0,1,46.93,5.074,13.85,Asian,Spring,Spring_Bright
65.527,9.039,27.009,28.481,0.1999,0.8901,64.301,9.35,24.237,25.978,1.226,-0.311,2.771,17.565,3.443,0.4546,30.962,4.64,0.7005,0.4796,0.3456,0.4489,6.99,48.19,69.72,0.6951,-0.0784,0.376,0.0578,0.1231,0,0,0,1,56.11,14.084,16.944,Asian,Spring,Spring_Bright
57.527,0.283,4.164,4.173,0.158,0.792,55.067,-0.799,3.309,3.404,2.46,1.082,0.854,43.709,13.455,0.5636,43.034,10.946,0.4687,0.1382,0.1449,0.2312,2.13,45.02,59.52,0.6235,0.0273,0.1261,0.1046,0.0186,0,0,0,1,62.45,10.172,23.869,Caucasian,Summer,Summer_Soft
49.292,8.691,5.174,10.115,0.2278,0.9116,42.206,10.759,3.792,11.407,7.085,-2.068,1.383,27.771,4.713,-0.9354,38.064,11.828,0.685,0.2152,0.1123,0.2599,5.86,17.3,75.66,0.8626,-0.0061,0.0895,0.111,0.1466,1,1,0,0,50.067,6.998,19.904,Asian,Winter,Winter_Clear
60.276,3.385,10.275,10.818,0.1471,0.8239,58.955,5.31,9.434,10.825,1.322,-1.925,0.841,53.161,19.453,-0.2868,47.081,29.875,0.6496,0.0712,0.1319,0.1174,4.44,42.19,43.05,0.5476,0.1576,0.2679,0.0584,0.009,0,1,0,1,58.874,10.42,13.72,Caucasian,Summer,Summer_Light
55.031,16.616,28.926,33.359,0.4311,0.8118,47.978,18.845,27.136,33.038,7.053,-2.229,1.79,19.871,6.861,0.8152,38.624,4.525,0.6736,0.3516,0.1641,0.2863,3.21,0.0,58.02,1.0,0.0447,0.0377,0.1635,0.0958,0,1,0,1,47.772,8.802,18.207,Asian,Spring,Spring_Warm
68.443,18.257,22.015,28.6,0.3876,0.9311,64.408,22.164,20.487,30.182,4.035,-3.907,1.527,63.545,22.242,0.3336,19.879,11.853,0.8772,0.049,0.4856,0.3378,4.53,57.75,38.31,0.6423,-0.0249,0.1686,0.2066,0.0147,1,1,1,1,52.939,11.439,18.319,Asian,Spring,Spring_Bright
63.165,13.367,0.854,13.394,0.3309,0.8797,61.487,12.644,4.767,13.512,1.678,0.723,-3.913,11.568,2.635,-0.3935,16.509,10.584,0.6616,0.516,0.4666,0.4673,5.85,31.59,90.0,0.763,0.1005,0.19,0.0576,0.05,1,1,1,1,58.189,11.428,17.13,Asian,Winter,Winter_Bright
58.079,7.743,19.561,21.038,0.1405,0.7839,53.009,6.332,20.355,21.318,5.07,1.411,-0.794,34.552,3.7,1.0,28.605,5.406,0.5722,0.2353,0.2947,0.2611,0.65,56.56,40.01,0.5174,-0.0217,0.0581,0.029,0.05,0,0,0,1,59.308,11.789,12.468,Asian,Autumn,Autumn_Soft
35.095,11.053,21.903,24.534,0.2329,0.8373,32.573,13.748,16.683,21.618,2.522,-2.695,5.22,33.083,5.151,-0.1764,23.816,6.044,0.6123,0.0201,0.1128,0.2625,3.99,39.31,76.88,0.5573,0.0105,0.3319,0.2607,0.0454,1,0,1,0,48.252,9.577,13.631,Caucasian,Autumn,Autumn_Deep
36.862,4.349,5.247,6.815,0.148,0.795,33.36,3.41,3.499,4.886,3.502,0.939,1.748,20.602,2.083,-0.8372,25.5,9.506,0.6216,0.1626,0.1136,0.3164,8.92,52.58,36.34,0.6196,0.0412,0.3795,0.3839,0.0057,1,1,0,0,30.773,10.161,13.44,African,Winter,Winter_Cool
64.107,7.955,11.918,14.329,0.2218,0.714,62.873,9.291,14.728,17.414,1.234,-1.336,-2.811,37.831,13.243,0.5613,31.92,7.029,0.4409,0.2628,0.3219,0.2396,4.71,34.37,60.95,0.7156,-0.0734,0.3938,0.1389,0.0539,0,0,0,1,73.616,6.264,17.472,Caucasian,Autumn,Autumn_Soft
47.443,7.277,5.599,9.182,0.2175,0.9123,41.636,9.703,6.445,11.648,5.807,-2.426,-0.846,14.116,2.955,0.2148,28.14,7.862,0.4629,0.3333,0.193,0.2181,8.89,16.69,56.18,0.8201,-0.0212,0.178,0.0098,0.0975,0,0,0,1,55.924,11.958,17.398,Asian,Summer,Summer_Muted
47.393,11.208,25.692,28.03,0.2698,0.8725,38.918,11.22,24.895,27.307,8.475,-0.013,0.797,17.413,9.585,1.0,35.781,15.918,0.5024,0.2998,0.1161,0.3251,3.68,36.95,72.14,0.659,-0.0786,0.0815,0.0772,0.111,1,0,0,0,45.594,8.922,11.109,Asian,Spring,Spring_Warm
50.778,13.936,14.016,19.765,0.2628,0.8879,42.949,12.221,11.359,16.685,7.829,1.715,2.657,21.609,4.974,0.682,32.312,13.944,0.7616,0.2917,0.1847,0.2812,4.85,57.0,20.24,0.3877,-0.0322,0.1039,0.1812,0.0108,0,0,0,0,40.346,5.676,18.647,African,Spring,Spring_Bright
77.631,13.836,21.327,25.422,0.3515,0.882,77.927,13.619,16.312,21.25,-0.296,0.216,5.015,59.116,20.643,0.8458,55.325,20.354,0.7732,0.1851,0.2231,0.311,4.25,18.48,23.03,0.9866,0.1249,0.4501,0.1911,0.1471,1,1,1,0,72.919,3.252,8.326,Caucasian,Spring,Spring_Bright
69.372,7.052,5.819,9.143,0.1718,0.825,67.894,6.176,8.987,10.904,1.478,0.875,-3.167,18.046,2.828,-1.0,39.209,6.712,0.4455,0.5133,0.3016,0.2983,7.84,33.66,51.33,0.6633,-0.0321,0.3345,0.0691,0.0351,0,1,0,0,69.551,12.239,12.57,Asian,Summer,Summer_Light
74.339,9.114,13.989,16.696,0.2571,0.8913,70.627,7.93,16.794,18.572,3.713,1.184,-2.805,28.455,3.087,1.0,27.886,5.6,0.8716,0.4588,0.4645,0.3502,9.07,47.49,28.54,0.5175,0.1075,0.0771,0.2964,0.0667,1,0,1,1,60.409,12.766,20.639,Asian,Spring,Spring_Bright
86.838,6.655,4.249,7.896,0.2554,0.7895,83.071,7.92,0.456,7.934,3.768,-1.265,3.793,13.047,4.303,-0.0928,21.354,4.956,0.8516,0.7379,0.6548,0.6651,8.1,45.28,79.72,0.4628,-0.0362,0.1168,0.251,0.027,1,1,1,0,75.031,5.329,9.226,Caucasian,Winter,Winter_Bright
